OrderID,ProductID,Quantity,TotalPrice
1915,1535,2,1697.7
1915,643,4,3568.32
1915,598,3,140.4
1915,1790,3,540.69
1915,1302,7,1009.82
1916,802,9,8355.06
1916,1071,9,892.35
1917,611,2,1686.42
1917,638,10,1240.4
1917,674,7,1351.98
1917,1981,4,1006.24
1917,1861,3,1882.17
1918,35,9,7255.26
1918,1623,3,1252.41
1918,1621,6,1367.52
1918,1650,6,1259.82
1919,335,5,1708.45
1919,1563,9,71.82
1920,381,3,455.88
1920,915,4,3066.8
1920,1363,4,2474.44
1921,1496,6,3868.98
1921,525,9,649.98
1921,386,6,2071.92
1921,136,6,1490.22
1921,889,2,1919.0
1922,1528,7,6817.86
1922,1055,6,2861.64
1922,466,7,5438.79
1922,536,1,762.9
1923,1777,9,1624.95
1923,220,7,3449.74
1923,912,6,1830.06
1923,1173,6,3778.8
1924,1086,5,835.25
1924,733,2,1911.7
1924,1193,10,9655.0
1925,1710,6,1881.72
1925,622,6,479.52
1925,216,10,7369.4
1925,1750,2,461.76
1926,1551,3,2190.84
1926,494,8,1109.04
1926,1753,4,481.48
1927,1146,4,3079.6
1928,1166,6,1413.18
1929,1558,7,1400.49
1929,96,2,599.48
1929,553,5,4034.95
1929,1875,9,3102.12
1930,1972,10,8942.7
1930,1370,9,6637.77
1931,1005,3,1728.6
1931,1454,1,772.36
1931,1611,6,2921.94
1932,917,1,53.93
1932,751,1,638.1
1932,1139,2,64.06
1932,283,10,5799.3
1932,428,8,1060.32
1933,465,9,5730.57
1934,1725,8,5002.4
1934,1584,10,2180.6
1934,1798,3,150.96
1935,147,5,4933.6
1935,343,4,2448.84
1935,282,8,7536.24
1935,248,3,874.17
1935,794,8,697.44
1936,1352,4,353.96
1936,743,10,3675.0
1936,536,10,7629.0
1937,132,1,153.09
1937,472,3,1947.48
1937,946,10,9774.8
1938,1583,4,2085.44
1938,364,8,978.56
1938,1529,5,1064.65
1939,258,10,4068.7
1940,102,6,1834.02
1941,376,4,3035.8
1942,248,10,2913.9
1942,1877,5,3929.25
1942,1246,2,1465.26
1942,731,2,1619.56
1942,1596,8,961.84
1943,1804,10,7134.9
1944,985,5,1050.65
1944,1913,5,2872.8
1945,1991,8,5750.08
1945,1600,3,2168.43
1945,1544,3,1252.29
1945,1811,4,3810.12
1946,180,6,4754.94
1946,1355,3,1424.43
1946,863,2,267.24
1946,877,4,2954.6
1946,835,3,450.12
1947,1671,7,2289.84
1947,1745,7,676.06
1947,1954,1,184.0
1947,1620,2,1252.44
1948,1982,7,6135.29
1948,1922,1,5.19
1948,1371,5,4632.5
1948,272,6,1632.06
1949,1394,7,6634.95
1949,1645,6,1771.26
1949,1594,10,5893.7
1949,724,2,628.56
1949,70,6,2053.44
1950,505,9,3225.78
1951,1824,3,1796.28
1951,828,9,7582.86
1951,505,9,3225.78
1951,497,6,987.9
1952,1029,2,1057.38
1953,1737,10,6103.1
1953,1379,6,2045.64
1953,604,10,678.7
1953,544,1,895.88
1954,961,6,5290.56
1954,59,7,311.78
1954,866,7,3710.0
1954,717,2,1871.02
1954,703,4,2552.0
1955,152,1,297.87
1955,1767,9,3947.85
1955,1008,1,415.35
1955,1209,5,301.0
1956,1640,5,2131.4
1957,1740,7,781.83
1957,960,3,335.13
1957,483,10,105.1
1957,381,10,1519.6
1957,1343,4,2332.44
1958,1269,7,6621.23
1958,1912,10,1693.6
1958,681,10,9600.6
1958,1765,1,207.74
1958,1101,2,1797.54
1959,1669,3,2027.46
1959,1705,4,2875.72
1959,448,7,5030.13
1959,1097,2,1545.74
1959,422,10,7305.2
1960,707,8,1131.12
1960,1937,9,1447.83
1961,166,3,1993.17
1961,585,3,2712.15
1961,231,6,170.82
1961,1669,6,4054.92
1961,1927,7,5024.74
1962,257,9,3220.02
1962,1329,1,772.66
1962,1345,6,5681.1
1962,1187,2,1942.68
1962,1316,9,7854.12
1963,1883,9,8292.78
1963,37,4,1726.04
1964,650,3,2121.51
1964,1314,3,725.07
1964,1808,6,623.4
1964,336,8,4542.08
1964,523,3,318.24
1965,1604,5,830.75
1965,503,10,2749.3
1965,1809,7,2637.95
1966,221,7,1555.96
1966,1525,1,814.49
1966,163,4,3999.72
1966,1525,3,2443.47
1966,772,4,1106.2
1967,581,10,7853.2
1967,1493,7,2055.62
1967,1413,1,137.22
1967,304,8,1877.92
1967,946,10,9774.8
1968,958,8,2019.92
1968,1382,1,608.95
1968,1364,5,2426.45
1969,1010,6,2009.28
1969,947,8,3160.56
1969,1524,2,1821.34
1969,494,4,554.52
1969,1722,9,8633.25
1970,772,1,276.55
1970,699,9,57.33
1971,1168,1,157.19
1971,1530,3,2857.47
1972,810,1,290.4
1972,1215,4,3783.4
1972,1797,3,1975.47
1972,1445,9,3821.67
1973,735,1,821.6
1973,489,5,1128.5
1973,635,10,2839.8
1974,165,5,3619.5
1974,1485,4,363.52
1974,463,6,5141.34
1974,773,8,6502.8
1975,620,6,3307.86
1976,303,2,1423.7
1976,1955,7,5138.84
1977,1547,3,2123.43
1977,1297,10,1152.6
1978,873,4,2064.0
1979,500,8,7078.8
1979,1840,8,2740.4
1980,1969,4,3372.28
1980,1658,5,4723.7
1980,1450,9,6157.98
1981,1963,6,5234.7
1981,193,6,948.0
1981,771,4,1827.36
1982,232,5,4789.9
1982,1736,6,5041.5
1982,1474,4,983.24
1982,950,6,4814.7
1982,1129,4,3312.12
1983,1061,1,549.27
1983,1767,4,1754.6
1983,868,1,730.87
1984,1477,4,505.36
1984,18,4,345.64
1985,379,6,3856.14
1986,990,9,4753.71
1986,31,8,2223.36
1987,375,6,3235.5
1987,264,5,4643.45
1987,1737,8,4882.48
1988,1298,6,1268.1
1989,929,7,3538.78
1989,535,7,1589.98
1989,1031,4,3815.12
1989,901,5,3534.75
1989,500,4,3539.4
1990,1030,4,914.16
1990,479,3,2167.29
1990,605,3,1182.66
1990,1401,6,1884.3
1991,630,8,163.92
1991,193,8,1264.0
1991,1460,4,3308.12
1991,728,7,6753.18
1992,240,3,1873.2
1992,1285,9,7468.11
1992,816,10,6475.1
1992,1641,10,4929.1
1992,1218,5,3853.0
1993,1483,6,351.54
1993,953,3,2724.63
1994,1160,10,2369.0
1994,1001,4,2405.04
1995,1780,7,5712.14
1995,559,2,1828.46
1995,421,8,4719.92
1995,1462,3,1851.75
1995,1873,9,7181.37
1996,1893,9,166.23
1996,1737,6,3661.86
1997,1629,3,1356.69
1997,1195,8,7944.8
1998,212,5,3070.05
1998,17,3,1363.62
1998,949,7,782.11
1998,844,5,3023.65
1999,861,2,1880.68
1999,1954,7,1288.0
1999,1263,8,4826.24
2000,1352,2,176.98
2001,493,5,4445.45
2002,213,8,6379.2
2002,1389,7,4126.85
2002,866,2,1060.0
2002,385,2,1489.86
2003,950,4,3209.8
2004,630,4,81.96
2004,1106,10,9666.6
2004,1143,6,3675.42
2004,1640,4,1705.12
2004,860,3,1259.52
2005,1738,6,3967.98
2005,845,5,4825.05
2005,1398,8,4786.32
2006,1577,5,3141.55
2006,366,10,1707.8
2007,1836,7,6808.34
2007,1846,2,82.62
2007,80,8,1635.92
2007,1882,6,4242.12
2007,1125,9,8904.78
2008,1411,3,376.38
2008,1359,3,949.65
2008,1046,5,1186.75
2008,1409,6,828.9
2009,1351,5,3289.8
2009,1279,9,8960.13
2009,1528,7,6817.86
2009,195,3,1467.24
2010,517,3,590.49
2010,1015,2,75.52
2010,753,3,2567.46
2010,361,1,166.29
2011,1323,4,276.44
2012,76,5,2618.4
2013,633,3,530.31
2013,724,9,2828.52
2013,1031,3,2861.34
2014,1462,8,4938.0
2015,1063,1,254.54
2016,256,6,4994.64
2016,940,10,4758.1
2016,1499,5,1690.2
2017,512,10,1078.8
2017,1753,2,240.74
2017,1785,1,548.2
2018,1802,9,5106.33
2018,1143,6,3675.42
2018,571,6,4090.26
2018,307,9,2503.44
2019,1521,2,1883.72
2019,1061,1,549.27
2019,869,4,2055.0
2019,1053,4,3353.56
2020,1371,1,926.5
2021,771,1,456.84
2021,1024,8,4115.44
2021,1706,9,812.61
2022,1405,6,4315.02
2023,901,1,706.95
2023,445,7,3381.07
2023,603,1,327.64
2023,343,5,3061.05
2023,390,2,311.5
2024,1260,6,5017.8
2024,1961,8,809.04
2024,491,2,1662.32
2025,1994,6,2046.18
2025,118,5,2316.5
2025,855,2,1385.46
2025,977,10,1586.1
2026,1347,7,4725.14
2026,1602,1,296.83
2026,150,7,3819.34
2026,104,8,2025.36
2027,1932,3,880.14
2027,753,5,4279.1
2027,1724,5,509.9
2027,1515,10,3839.7
2027,1960,6,3860.94
2028,440,3,2908.92
2028,265,6,5938.26
2028,274,3,806.4
2028,1992,5,2965.0
2028,130,6,1170.36
2029,443,7,1217.02
2029,26,6,2981.1
2029,112,3,120.36
2030,683,2,1633.96
2030,1084,10,2340.6
2031,214,9,5345.28
2031,1251,1,213.43
2031,726,9,960.75
2032,1984,3,1192.92
2032,712,6,4912.26
2032,1301,4,677.56
2032,1821,9,6192.09
2032,1343,2,1166.22
2033,147,1,986.72
2033,1427,8,482.72
2033,1564,9,2755.53
2033,1762,4,3778.72
2034,147,10,9867.2
2034,1342,7,1911.21
2035,464,6,655.98
2035,1174,3,1270.86
2036,1610,6,1491.18
2036,460,5,3384.3
2036,1340,1,395.85
2037,1601,4,2021.56
2037,215,1,91.91
2038,1614,9,8899.29
2038,1278,10,4303.3
2038,274,7,1881.6
2039,1621,1,227.92
2040,1120,7,5839.33
2040,470,10,7860.3
2041,3,1,90.81
2041,155,7,6624.52
2041,616,8,656.16
2041,1040,3,1905.03
2042,197,9,4554.45
2042,1929,10,1643.0
2042,297,4,3400.88
2042,949,1,111.73
2043,1621,2,455.84
2043,389,8,728.16
2043,722,9,6941.88
2044,1395,4,64.8
2044,1586,1,602.03
2045,1912,9,1524.24
2045,839,2,1677.78
2045,49,5,1448.55
2045,948,5,817.5
2045,1113,3,220.32
2046,1905,7,414.05
2046,1353,8,7890.24
2046,272,9,2448.09
2046,1283,4,447.52
2047,1755,1,893.51
2047,739,2,1446.82
2047,1955,10,7341.2
2047,1466,8,6285.44
2048,1542,3,1932.15
2048,190,9,2353.5
2048,844,8,4837.84
2049,1920,10,351.7
2049,745,5,1908.8
2050,1034,9,5962.68
2050,1463,8,6350.32
2050,1375,2,1318.6
2051,674,4,772.56
2052,493,7,6223.63
2052,617,5,2757.35
2053,1995,8,5163.2
2053,238,4,51.04
2054,903,9,8988.3
2054,542,7,3243.03
2054,1542,10,6440.5
2054,804,9,1075.95
2054,152,4,1191.48
2055,958,5,1262.45
2055,638,10,1240.4
2055,21,3,1962.39
2056,572,1,174.91
2056,1674,1,628.79
2056,1331,9,1928.43
2057,1925,6,1411.44
2057,869,7,3596.25
2057,680,3,2431.26
2057,1375,10,6593.0
2057,1828,3,1490.4
2058,1454,7,5406.52
2058,1535,4,3395.4
2058,781,9,3099.6
2058,635,5,1419.9
2058,703,8,5104.0
2059,450,10,4047.9
2059,941,6,3547.56
2059,1073,4,50.24
2060,1631,8,4723.2
2060,427,5,2621.6
2060,1348,7,6758.78
2061,299,4,3860.24
2061,695,2,1968.26
2061,1671,5,1635.6
2061,1755,4,3574.04
2061,605,9,3547.98
2062,17,1,454.54
2062,1250,2,116.42
2063,1300,5,617.6
2063,1183,4,1349.4
2064,971,6,5575.2
2064,1158,6,4376.88
2064,1413,9,1234.98
2065,1650,2,419.94
2065,658,5,4728.05
2065,752,1,577.27
2065,794,9,784.62
2066,1985,3,2075.88
2067,1741,10,5153.4
2067,375,10,5392.5
2068,669,6,4883.04
2068,818,3,809.43
2068,1938,5,834.15
2068,990,3,1584.57
2069,1402,4,2879.28
2069,1182,8,7877.12
2070,720,6,2302.68
2070,880,10,757.3
2070,1348,4,3862.16
2071,469,5,2998.1
2071,659,4,1161.52
2072,21,5,3270.65
2073,536,7,5340.3
2073,1239,9,4007.88
2073,1075,3,288.45
2074,271,3,2039.49
2074,1560,2,994.28
2074,1369,6,4911.42
2074,533,9,5386.95
2075,1407,6,1377.6
2076,1458,5,2445.5
2076,1804,6,4280.94
2077,411,2,1761.84
2077,1644,8,976.32
2077,638,6,744.24
2077,1308,6,1050.12
2078,1092,4,1176.52
2078,1412,2,300.62
2079,312,9,4569.03
2079,984,2,23.6
2079,1855,1,379.78
2080,1960,1,643.49
2080,1079,4,3017.36
2080,1752,7,6495.86
2080,1329,4,3090.64
2081,1577,7,4398.17
2081,1032,2,1819.84
2081,1030,5,1142.7
2081,1837,7,1559.04
2082,1386,6,1561.26
2082,1475,6,4750.74
2083,112,2,80.24
2083,1744,8,4848.48
2083,258,8,3254.96
2083,1062,10,2537.4
2083,494,4,554.52
2084,979,7,2165.03
2084,629,1,945.78
2084,1714,5,3521.45
2085,53,9,3249.27
2085,1387,10,5869.2
2085,1676,1,18.07
2086,123,10,2919.2
2087,1697,1,307.22
2087,1236,1,732.88
2087,781,4,1377.6
2087,409,7,1677.83
2087,1969,9,7587.63
2088,311,2,671.24
2089,944,3,2431.35
2089,334,3,1439.76
2089,1730,10,6048.4
2089,506,8,2161.36
2090,667,6,4770.84
2091,498,1,449.91
2091,922,9,7110.9
2091,214,6,3563.52
2091,1436,1,677.08
2092,817,3,2572.5
2092,1800,8,3812.16
2092,1343,2,1166.22
2092,78,3,2715.93
2093,1425,9,4851.54
2093,887,4,229.0
2094,1175,10,4454.5
2094,1854,9,4238.55
2094,1806,3,1045.71
2094,1219,5,3457.65
2095,1716,9,475.29
2095,1211,7,5249.23
2095,1793,5,261.35
2095,1930,3,337.92
2095,1203,4,3825.88
2096,1778,3,1370.43
2096,650,10,7071.7
2096,1237,7,5082.63
2096,962,2,271.54
2096,469,9,5396.58
2097,1643,7,6040.16
2097,951,7,4512.34
2097,1735,5,1760.6
2098,138,8,4107.04
2098,1693,8,5240.48
2098,1242,9,3285.54
2099,1982,3,2629.41
2099,803,1,368.75
2099,1861,10,6273.9
2100,1842,3,39.09
2100,921,10,2487.7
2101,1339,4,1311.48
2101,1107,2,1874.48
2101,794,5,435.9
2101,986,6,3235.02
2102,114,5,3773.05
2102,491,6,4986.96
2103,1608,6,4078.68
2103,346,5,2231.15
2103,1774,10,1230.6
2103,160,5,1246.35
2103,482,3,455.46
2104,23,2,814.92
2104,1776,8,3371.12
2104,1224,10,7001.4
2104,1654,1,902.62
2104,1085,5,4364.3
2105,1508,3,556.89
2105,1802,5,2836.85
2106,1873,4,3191.72
2107,457,10,309.8
2107,666,4,3673.12
2107,1120,6,5005.14
2107,1079,3,2263.02
2108,1949,9,1633.41
2108,1820,6,1795.74
2109,355,4,465.56
2109,1641,8,3943.28
2110,1283,1,111.88
2110,1541,10,7793.0
2111,1105,6,3815.34
2111,1822,2,1775.42
2111,1589,6,1900.86
2111,1596,6,721.38
2111,947,2,790.14
2112,951,4,2578.48
2112,817,10,8575.0
2113,1552,9,946.89
2113,1064,3,492.84
2113,1038,5,4658.95
2114,86,8,6057.52
2114,615,4,991.92
2114,515,6,2345.22
2115,497,7,1152.55
2115,415,10,4569.5
2116,50,2,684.42
2116,1237,2,1452.18
2116,711,1,73.66
2116,704,6,1461.18
2117,1067,10,6712.7
2117,166,9,5979.51
2117,1497,10,7374.0
2117,1960,2,1286.98
2117,563,9,543.6
2118,1643,9,7765.92
2118,191,8,2084.32
2118,703,4,2552.0
2119,1058,8,3770.64
2119,1306,8,5707.6
2119,1283,8,895.04
2119,1396,4,65.2
2119,54,5,1047.15
2120,603,3,982.92
2120,1663,8,1634.64
2120,1501,7,3291.82
2121,609,6,2512.5
2122,1571,5,1579.35
2122,769,10,8821.3
2122,1323,5,345.55
2123,1641,10,4929.1
2123,1618,8,6740.64
2124,870,3,2852.58
2124,1766,2,1052.3
2124,1672,4,80.36
2125,295,4,3384.12
2125,1558,3,600.21
2126,29,5,3471.5
2127,204,6,1013.94
2127,295,8,6768.24
2128,1828,8,3974.4
2128,1579,2,1419.46
2128,275,10,3984.9
2128,1400,5,3209.75
2128,828,3,2527.62
2129,792,8,6572.24
2130,46,7,867.16
2130,1768,9,3013.56
2130,591,4,3335.32
2130,1719,10,7510.1
2131,960,2,223.42
2131,1885,1,737.82
2132,1151,3,2355.51
2132,417,6,3377.58
2133,1633,2,276.58
2133,543,5,2887.7
2133,1163,7,3470.04
2134,1394,2,1895.7
2135,1409,4,552.6
2135,1244,2,1327.12
2135,1627,5,2532.35
2136,415,10,4569.5
2136,97,6,3654.66
2137,1960,3,1930.47
2137,1261,3,2910.24
2137,1552,1,105.21
2137,1102,10,2768.1
2138,1794,2,1070.32
2138,1887,7,2294.11
2138,141,10,7752.7
2139,95,2,763.28
2139,35,8,6449.12
2139,1726,8,7174.0
2140,1605,10,3915.0
2140,1116,7,6020.14
2140,1189,3,680.28
2140,109,1,352.24
2140,1413,6,823.32
2141,594,10,3153.8
2141,1821,10,6880.1
2141,964,10,2563.0
2141,559,9,8228.07
2141,1486,3,2715.99
2142,1966,7,1398.88
2142,1610,6,1491.18
2142,619,9,491.85
2142,1818,3,835.41
2143,1268,4,3996.48
2143,399,4,182.6
2143,1396,10,163.0
2143,1927,8,5742.56
2143,1640,1,426.28
2144,395,1,316.78
2145,820,8,2252.48
2146,1843,8,6792.08
2146,1543,2,1088.74
2147,1208,10,4405.1
2147,1690,10,2730.2
2147,1285,10,8297.9
2147,1257,4,2953.64
2148,954,10,9951.2
2148,610,2,676.54
2148,421,6,3539.94
2148,497,9,1481.85
2148,709,6,3440.7
2149,357,4,3700.92
2149,671,7,3192.35
2149,773,10,8128.5
2149,361,6,997.74
2149,197,2,1012.1
2150,882,10,2848.2
2151,781,7,2410.8
2151,881,8,5942.56
2151,1157,1,838.29
2151,1287,7,1489.11
2152,449,9,6791.13
2152,592,4,2292.48
2152,227,2,1113.56
2153,286,9,2699.01
2153,1931,10,8878.2
2153,1670,4,2956.08
2153,1952,9,8951.85
2153,1463,5,3968.95
2154,1906,4,2766.32
2154,615,8,1983.84
2154,1465,10,7976.1
2154,1076,7,4420.57
2154,473,1,296.51
2155,89,10,847.7
2156,1290,4,2800.6
2157,1795,5,2256.15
2157,1520,2,233.06
2157,120,1,734.35
2157,806,6,888.54
2158,726,4,427.0
2158,1984,7,2783.48
2159,1093,2,1156.16
2160,1073,4,50.24
2160,217,6,3118.92
2161,361,1,166.29
2162,1161,2,328.3
2162,1593,1,940.73
2162,1794,6,3210.96
2162,284,10,3908.8
2163,289,10,8499.4
2163,660,2,1093.44
2163,923,8,7120.56
2163,875,7,794.57
2164,264,2,1857.38
2165,1473,9,7700.67
2165,1213,7,6383.09
2166,799,9,7161.66
2166,1722,3,2877.75
2166,1234,6,5045.4
2166,1771,4,1724.68
2167,247,1,616.08
2167,190,9,2353.5
2167,1841,2,1566.62
2167,237,9,553.32
2167,164,8,4496.08
2168,210,2,867.34
2169,401,7,845.46
2169,844,3,1814.19
2169,1885,6,4426.92
2170,985,1,210.13
2170,607,3,267.72
2170,530,1,973.52
2171,967,1,37.86
2171,1797,7,4609.43
2171,1596,4,480.92
2171,117,10,446.9
2171,1130,8,1869.2
2172,66,3,2823.33
2172,1121,5,3927.35
2172,288,9,3634.38
2173,1274,4,3488.04
2173,298,1,661.6
2173,1243,4,3409.84
2173,1102,6,1660.86
2174,1929,4,657.2
2174,1864,2,1687.68
2174,684,5,4886.7
2174,1066,7,1087.73
2174,542,6,2779.74
2175,1443,10,7009.1
2176,1381,9,470.34
2177,1400,1,641.95
2177,999,3,441.54
2177,1183,5,1686.75
2178,1334,7,895.02
2178,1345,7,6627.95
2178,1207,6,4701.54
2178,1573,1,795.39
2179,1648,5,993.1
2179,492,3,2542.38
2180,463,10,8568.9
2180,1431,10,7738.3
2181,449,9,6791.13
2182,1797,3,1975.47
2182,157,6,2431.32
2182,1991,6,4312.56
2182,1420,8,1361.2
2182,951,4,2578.48
2183,868,6,4385.22
2183,1635,8,4437.84
2183,253,9,1898.46
2183,877,9,6647.85
2183,1397,9,3907.71
2184,1041,3,2838.72
2184,66,8,7528.88
2184,1980,4,49.56
2185,1306,9,6421.05
2185,327,6,5241.0
2186,12,4,2005.0
2187,376,8,6071.6
2187,1694,9,3659.4
2188,1030,2,457.08
2188,1975,7,2594.06
2188,1306,8,5707.6
2188,604,7,475.09
2188,1747,4,3185.24
2189,264,1,928.69
2190,472,5,3245.8
2191,1430,3,2739.09
2192,948,6,981.0
2193,377,7,448.63
2194,973,6,5222.04
2194,119,3,2706.93
2195,395,4,1267.12
2196,967,3,113.58
2196,1913,5,2872.8
2197,275,10,3984.9
2197,1581,4,2908.16
2197,318,5,465.85
2197,1526,8,5739.36
2197,1889,9,750.96
2198,1231,5,643.45
2198,38,6,3518.7
2199,387,9,8716.68
2199,26,7,3477.95
2199,163,2,1999.86
2200,1852,3,442.47
2200,788,6,845.16
2200,1558,10,2000.7
2200,1856,2,1950.76
2201,354,1,351.45
2201,716,6,1920.66
2201,1242,6,2190.36
2201,1255,4,544.04
2201,1080,9,3246.84
2202,424,6,2253.0
2202,1188,6,943.68
2203,805,4,3246.08
2203,603,9,2948.76
2203,1165,2,1285.82
2204,6,3,56.19
2204,1632,2,631.52
2204,1329,4,3090.64
2205,1151,5,3925.85
2205,441,2,1459.96
2205,767,3,1884.75
2205,1293,7,55.16
2205,1815,3,2458.44
2206,243,1,354.91
2207,1896,8,2107.2
2207,505,6,2150.52
2207,1849,3,1054.11
2207,1817,6,1791.54
2207,1441,3,1024.02
2208,1030,9,2056.86
2208,789,8,487.52
2208,1270,2,579.22
2209,782,10,3406.7
2209,1320,8,7482.08
2209,660,3,1640.16
2209,67,10,8525.7
2210,118,8,3706.4
2210,1758,2,138.06
2210,1374,10,418.7
2210,359,6,875.82
2211,130,8,1560.48
2211,408,8,1800.72
2211,328,4,1992.4
2211,1235,4,573.52
2212,1893,1,18.47
2212,1377,2,605.28
2212,418,2,1572.22
2212,1990,2,1086.1
2213,202,10,9467.4
2213,1151,1,785.17
2213,1913,2,1149.12
2213,1808,10,1039.0
2214,815,1,410.94
2215,965,10,1397.9
2215,819,5,4312.1
2215,1605,3,1174.5
2215,1099,10,5400.9
2215,723,8,6157.04
2216,978,6,1191.24
2216,178,6,3953.52
2216,551,10,9803.7
2216,785,6,4806.84
2216,1501,9,4232.34
2217,415,2,913.9
2217,1250,2,116.42
2218,1076,4,2526.04
2218,695,6,5904.78
2218,1564,7,2143.19
2218,29,6,4165.8
2219,1446,10,3976.1
2219,97,5,3045.55
2220,1830,2,1963.56
2220,1279,4,3982.28
2220,531,6,985.92
2221,1161,2,328.3
2221,1919,3,864.3
2221,543,5,2887.7
2222,861,2,1880.68
2223,1247,2,790.48
2223,1455,4,3132.88
2223,1345,1,946.85
2223,1220,4,3752.76
2223,1470,1,237.81
2224,512,4,431.52
2225,240,7,4370.8
2225,879,5,4452.2
2226,194,8,1622.4
2227,1759,8,4510.24
2227,1584,5,1090.3
2227,1325,3,985.14
2227,479,3,2167.29
2228,1463,5,3968.95
2228,605,1,394.22
2228,947,8,3160.56
2228,530,5,4867.6
2228,1365,3,1633.59
2229,1857,8,4009.92
2229,784,9,3033.36
2230,211,3,1809.84
2230,1730,2,1209.68
2230,1459,7,6312.95
2230,1650,10,2099.7
2230,538,3,1355.25
2231,881,2,1485.64
2232,1523,4,1322.04
2233,557,4,3387.32
2233,1258,8,6604.0
2234,1924,4,1085.12
2235,555,4,2294.88
2236,1084,4,936.24
2236,1362,7,510.58
2236,523,10,1060.8
2236,1109,5,2971.45
2236,1776,9,3792.51
2237,197,3,1518.15
2237,1126,4,778.8
2237,472,3,1947.48
2238,183,8,276.64
2239,126,5,4830.0
2239,1101,1,898.77
2239,815,8,3287.52
2240,1096,5,4213.2
2241,539,2,1323.12
2241,1404,9,7716.78
2241,643,1,892.08
2242,1730,1,604.84
2242,310,8,506.64
2243,1859,10,5130.4
2243,797,10,1752.4
2244,878,5,1129.55
2244,103,4,1252.76
2244,1572,10,6644.9
2244,1313,5,235.3
2244,782,8,2725.36
2245,1507,1,300.36
2246,198,9,246.33
2246,339,8,5978.56
2246,419,10,457.1
2246,548,8,5125.2
2246,1179,8,2961.92
2247,1922,8,41.52
2247,559,5,4571.15
2247,1538,3,1718.43
2248,854,1,36.48
2248,69,2,382.18
2248,46,9,1114.92
2249,1182,2,1969.28
2249,1710,3,940.86
2249,1487,7,2535.89
2250,1592,6,1726.5
2250,52,1,95.18
2250,1101,10,8987.7
2250,601,3,2661.66
2251,425,4,3531.52
2251,1977,7,3468.71
2251,865,9,5056.74
2251,870,3,2852.58
2252,1956,9,7815.6
2252,1743,1,897.41
2252,577,10,1743.1
2253,1997,4,1542.64
2253,57,9,8842.14
2253,1248,1,603.87
2253,1969,7,5901.49
2254,1313,3,141.18
2254,98,7,2736.23
2254,944,1,810.45
2254,1687,9,8083.35
2254,479,2,1444.86
2255,1166,10,2355.3
2255,145,8,7320.4
2256,1466,7,5499.76
2257,488,3,2934.93
2257,1721,3,1821.69
2257,987,5,4685.5
2258,1771,4,1724.68
2258,1814,3,1127.16
2258,1065,2,824.44
2258,984,7,82.6
2259,314,5,1667.45
2259,1557,9,8423.82
2259,437,6,4003.2
2259,1743,8,7179.28
2259,772,9,2488.95
2260,623,2,104.84
2260,1731,3,580.83
2260,926,6,5271.3
2260,1558,10,2000.7
2260,1202,4,2847.44
2261,1258,4,3302.0
2261,1065,5,2061.1
2261,1346,2,1250.52
2261,609,10,4187.5
2262,433,6,3643.74
2263,520,8,1126.4
2263,562,2,1401.62
2263,1795,1,451.23
2263,1056,4,2901.72
2264,1936,7,5958.26
2264,1500,3,186.06
2264,494,1,138.63
2264,785,6,4806.84
2264,555,9,5163.48
2265,864,3,2944.05
2266,569,4,331.12
2266,1449,2,625.26
2266,711,3,220.98
2266,844,3,1814.19
2266,508,2,278.78
2267,1142,7,4558.4
2267,1276,2,581.58
2267,1514,5,4909.8
2268,1784,2,648.64
2268,681,1,960.06
2268,1593,2,1881.46
2268,98,4,1563.56
2268,1706,6,541.74
2269,1254,5,4054.35
2269,1597,9,2890.35
2269,11,3,1945.02
2269,200,3,250.47
2269,615,1,247.98
2270,685,8,3284.4
2271,1929,5,821.5
2271,552,8,2349.12
2271,541,1,53.9
2271,691,9,5815.35
2271,1252,6,5398.98
2272,680,8,6483.36
2272,225,9,7813.35
2272,575,7,1634.92
2273,827,3,564.21
2273,1373,6,558.6
2273,665,3,1419.84
2273,1731,10,1936.1
2274,923,9,8010.63
2275,1346,7,4376.82
2276,826,7,1276.87
2276,1598,1,502.19
2276,1098,4,3354.64
2276,68,2,500.56
2277,130,3,585.18
2278,223,10,1530.7
2278,1267,5,3661.05
2278,1308,10,1750.2
2278,972,4,1071.84
2279,284,3,1172.64
2279,446,6,5236.14
2279,303,8,5694.8
2280,126,3,2898.0
2280,1084,6,1404.36
2280,1897,5,4566.6
2281,1611,5,2434.95
2281,1345,2,1893.7
2282,1719,6,4506.06
2282,188,9,3351.6
2282,152,10,2978.7
2282,132,9,1377.81
2283,1808,6,623.4
2283,894,3,2315.64
2284,163,3,2999.79
2284,394,4,3788.72
2284,1112,8,1562.72
2285,543,4,2310.16
2285,1074,5,4057.3
2285,1149,6,5830.14
2285,59,4,178.16
2286,1198,5,2269.75
2287,1009,4,3874.8
2287,1654,8,7220.96
2287,1714,2,1408.58
2288,1666,8,5220.24
2288,1942,2,282.52
2288,424,10,3755.0
2288,730,6,4947.36
2288,213,6,4784.4
2289,1377,4,1210.56
2289,1033,7,6598.9
2289,1007,3,1763.82
2289,979,4,1237.16
2290,1888,9,4470.03
2290,826,6,1094.46
2290,448,3,2155.77
2290,1516,9,2735.01
2291,767,5,3141.25
2291,1902,8,94.64
2291,279,2,1491.64
2291,414,6,4275.72
2291,1006,9,2061.99
2292,926,3,2635.65
2292,1923,7,1665.58
