OrderID,CustomerID,OrderDate,Status
1792,694,2025-05-21,Delivered
1793,242,2025-01-31,Pending
1794,3,2024-09-21,Pending
1795,1461,2024-06-17,Cancelled
1796,1201,2023-09-21,Pending
1797,4416,2024-04-07,Pending
1798,4318,2024-10-20,Shipped
1799,3841,2024-04-25,Pending
1800,3810,2024-07-24,Shipped
1801,372,2025-08-05,Delivered
1802,4195,2025-02-25,Delivered
1803,2619,2024-08-21,Delivered
1804,2482,2025-06-11,Cancelled
1805,844,2024-04-20,Cancelled
1806,1731,2025-02-10,Cancelled
1807,4426,2025-08-09,Pending
1808,983,2024-04-01,Pending
1809,20,2025-08-08,Shipped
1810,2377,2024-06-24,Cancelled
1811,4642,2024-03-14,Cancelled
1812,1639,2024-07-22,Shipped
1813,239,2023-10-10,Shipped
1814,1618,2024-07-11,Cancelled
1815,788,2024-12-06,Cancelled
1816,1470,2024-03-16,Shipped
1817,639,2024-06-19,Cancelled
1818,3710,2024-12-14,Cancelled
1819,2812,2024-04-09,Shipped
1820,3806,2024-09-03,Delivered
1821,2336,2024-10-17,Pending
1822,4808,2025-08-15,Pending
1823,2402,2024-12-08,Cancelled
1824,1156,2024-07-13,Cancelled
1825,4452,2023-09-15,Delivered
1826,204,2025-04-23,Cancelled
1827,123,2025-07-30,Shipped
1828,3008,2024-07-30,Pending
1829,4070,2025-04-10,Shipped
1830,1256,2025-08-12,Pending
1831,4053,2024-06-02,Delivered
1832,4767,2024-09-22,Pending
1833,3874,2024-04-20,Pending
1834,1281,2024-06-01,Shipped
1835,2760,2024-05-16,Shipped
1836,4861,2024-03-25,Shipped
1837,1419,2024-06-30,Pending
1838,1180,2024-05-22,Pending
1839,4659,2024-03-06,Shipped
1840,3976,2025-04-21,Cancelled
1841,2517,2024-11-19,Cancelled
1842,162,2024-12-01,Delivered
1843,3758,2024-07-18,Shipped
1844,1998,2024-07-16,Cancelled
1845,2167,2025-05-20,Shipped
1846,3174,2024-11-19,Shipped
1847,1372,2025-02-26,Pending
1848,200,2024-02-01,Pending
1849,928,2025-02-10,Delivered
1850,1189,2024-12-08,Pending
1851,2955,2024-07-03,Cancelled
1852,3270,2024-07-10,Delivered
1853,4757,2024-06-21,Delivered
1854,3053,2024-11-04,Cancelled
1855,411,2024-02-28,Delivered
1856,3683,2024-08-19,Pending
1857,1326,2024-07-09,Shipped
1858,3798,2025-06-25,Delivered
1859,3843,2023-12-15,Delivered
1860,4205,2025-07-21,Pending
1861,2997,2024-02-20,Pending
1862,655,2024-07-08,Delivered
1863,511,2023-12-23,Shipped
1864,783,2024-10-02,Pending
1865,1225,2025-05-21,Pending
1866,80,2025-01-07,Shipped
1867,123,2023-11-18,Shipped
1868,2048,2024-04-30,Cancelled
1869,3368,2024-03-26,Shipped
1870,557,2024-03-21,Cancelled
1871,4351,2024-02-20,Cancelled
1872,4133,2025-08-14,Delivered
1873,1160,2025-03-29,Delivered
1874,3717,2025-05-22,Delivered
1875,3918,2024-05-16,Pending
1876,1507,2024-05-06,Shipped
1877,847,2025-04-02,Cancelled
1878,1056,2025-04-17,Shipped
1879,3667,2023-10-14,Pending
1880,1374,2024-02-02,Delivered
1881,3814,2024-03-25,Pending
1882,3610,2025-05-09,Shipped
1883,4293,2024-02-10,Cancelled
1884,1771,2023-12-16,Shipped
1885,826,2024-05-15,Pending
1886,4927,2025-05-06,Pending
1887,3478,2025-08-31,Pending
1888,1473,2025-05-03,Pending
1889,2313,2025-06-18,Cancelled
1890,3407,2023-10-08,Shipped
1891,3958,2025-06-20,Delivered
1892,2023,2024-03-08,Shipped
1893,3132,2025-09-04,Shipped
1894,1416,2025-06-06,Cancelled
1895,827,2025-08-15,Shipped
1896,1016,2025-03-11,Delivered
1897,1584,2024-10-04,Delivered
1898,1041,2024-12-12,Cancelled
1899,1751,2025-04-22,Pending
1900,2101,2024-04-20,Shipped
1901,1154,2025-04-06,Shipped
1902,361,2025-01-28,Pending
1903,4591,2025-05-03,Pending
1904,2407,2024-03-29,Delivered
1905,3759,2025-06-28,Pending
1906,870,2024-03-11,Delivered
1907,2712,2025-08-18,Delivered
1908,3357,2023-10-06,Pending
1909,3303,2024-05-16,Pending
1910,1771,2023-10-01,Delivered
1911,4815,2024-01-27,Shipped
1912,2591,2024-08-25,Pending
1913,3352,2024-08-28,Pending
1914,2265,2025-04-29,Cancelled
1915,3650,2024-11-06,Delivered
1916,2377,2024-06-06,Cancelled
1917,2358,2025-06-07,Pending
1918,2158,2024-06-02,Shipped
1919,2113,2025-04-01,Pending
1920,1176,2024-05-09,Shipped
1921,3567,2025-06-17,Cancelled
1922,1320,2024-08-31,Delivered
1923,4823,2023-12-16,Pending
1924,4600,2024-07-19,Shipped
1925,684,2023-12-25,Shipped
1926,3754,2024-08-14,Pending
1927,2537,2024-06-10,Delivered
1928,2226,2024-12-14,Shipped
1929,3803,2024-07-26,Pending
1930,2858,2024-02-17,Pending
1931,2832,2025-01-31,Pending
1932,1078,2024-08-01,Pending
1933,4898,2024-05-15,Delivered
1934,4781,2025-07-15,Shipped
1935,1042,2024-07-21,Cancelled
1936,107,2025-06-27,Cancelled
1937,830,2024-10-22,Delivered
1938,4457,2023-12-02,Shipped
1939,2962,2025-08-13,Cancelled
1940,2497,2024-05-21,Cancelled
1941,2004,2025-01-05,Pending
1942,4141,2025-01-26,Delivered
1943,1353,2024-11-04,Delivered
1944,4471,2023-10-08,Delivered
1945,1104,2024-12-21,Delivered
1946,3843,2025-08-10,Pending
1947,2503,2024-10-30,Cancelled
1948,4989,2025-06-20,Delivered
1949,3122,2025-05-31,Shipped
1950,3896,2025-05-04,Cancelled
1951,4738,2024-03-23,Shipped
1952,4537,2024-05-07,Delivered
1953,4266,2024-11-22,Shipped
1954,3573,2025-03-23,Delivered
1955,418,2025-08-27,Shipped
1956,3965,2024-02-06,Pending
1957,4968,2025-04-14,Shipped
1958,4081,2025-08-31,Pending
1959,1403,2024-12-21,Shipped
1960,3494,2024-09-28,Delivered
1961,3878,2025-06-21,Cancelled
1962,799,2024-07-10,Pending
1963,2634,2024-04-02,Cancelled
1964,2430,2025-01-06,Delivered
1965,2801,2024-07-19,Shipped
1966,4288,2024-09-09,Shipped
1967,1553,2025-09-06,Shipped
1968,3553,2025-06-27,Delivered
1969,1324,2025-08-24,Pending
1970,2167,2025-03-08,Delivered
1971,1587,2025-06-10,Delivered
1972,1425,2025-05-04,Shipped
1973,1613,2024-06-28,Pending
1974,4640,2023-09-30,Delivered
1975,3764,2025-02-20,Pending
1976,4235,2024-06-09,Cancelled
1977,2581,2024-09-21,Pending
1978,3143,2024-12-03,Cancelled
1979,913,2025-06-23,Pending
1980,225,2024-10-10,Delivered
1981,3726,2024-04-02,Cancelled
1982,20,2023-12-29,Cancelled
1983,2971,2024-07-08,Delivered
1984,508,2024-09-15,Cancelled
1985,4146,2024-03-14,Shipped
1986,4350,2025-06-30,Pending
1987,4323,2025-05-02,Shipped
1988,3061,2024-07-04,Shipped
1989,1423,2025-09-07,Shipped
1990,1031,2025-08-07,Cancelled
1991,800,2024-07-11,Shipped
1992,4125,2024-04-08,Shipped
1993,2145,2023-10-21,Cancelled
1994,705,2025-06-26,Pending
1995,1750,2025-04-16,Delivered
1996,3191,2024-08-09,Cancelled
1997,3522,2025-09-12,Delivered
1998,3412,2024-07-20,Pending
1999,3203,2024-12-01,Cancelled
2000,1218,2025-01-26,Cancelled
2001,682,2025-03-08,Cancelled
2002,1001,2025-07-24,Cancelled
2003,1823,2025-05-06,Delivered
2004,2246,2024-05-01,Shipped
2005,911,2024-09-16,Cancelled
2006,1505,2024-01-04,Shipped
2007,2739,2024-08-19,Pending
2008,4602,2024-11-28,Pending
2009,3939,2025-05-01,Pending
2010,389,2024-05-24,Delivered
2011,2052,2023-12-01,Pending
2012,3267,2024-12-25,Pending
2013,948,2025-07-29,Cancelled
2014,4295,2024-07-17,Shipped
2015,1741,2025-03-10,Shipped
2016,4845,2024-03-15,Cancelled
2017,709,2025-05-15,Cancelled
2018,3266,2024-07-31,Cancelled
2019,1716,2025-06-12,Cancelled
2020,3803,2024-11-01,Cancelled
2021,4851,2025-02-26,Pending
2022,3980,2024-06-09,Cancelled
2023,4873,2025-02-26,Shipped
2024,2186,2024-09-17,Pending
2025,2893,2024-11-27,Shipped
2026,3988,2024-11-22,Shipped
2027,4795,2024-07-27,Cancelled
2028,2872,2025-05-29,Cancelled
2029,980,2023-11-05,Cancelled
2030,77,2025-04-01,Delivered
2031,1991,2024-03-24,Cancelled
2032,1297,2024-08-03,Delivered
2033,2778,2025-01-16,Shipped
2034,4495,2023-11-13,Cancelled
2035,2034,2024-05-20,Cancelled
2036,3619,2024-09-22,Delivered
2037,2089,2025-04-07,Cancelled
2038,577,2024-03-14,Delivered
2039,2342,2024-01-11,Delivered
2040,280,2024-08-19,Cancelled
2041,774,2024-12-10,Cancelled
2042,2329,2025-08-31,Shipped
2043,2253,2025-08-25,Shipped
2044,2053,2024-10-29,Cancelled
2045,3406,2025-07-10,Pending
2046,1270,2024-02-26,Delivered
2047,3355,2023-11-09,Delivered
2048,2278,2023-11-26,Pending
2049,1225,2024-04-30,Delivered
2050,1407,2023-10-30,Shipped
2051,973,2023-12-23,Shipped
2052,4072,2025-06-12,Delivered
2053,450,2025-01-22,Pending
2054,1453,2023-11-11,Pending
2055,3827,2023-09-19,Delivered
2056,2032,2024-03-06,Delivered
2057,1281,2023-11-15,Pending
2058,2837,2023-09-26,Cancelled
2059,188,2025-05-29,Shipped
2060,4051,2024-01-27,Pending
2061,4108,2024-08-24,Cancelled
2062,4490,2024-11-11,Shipped
2063,3731,2025-09-05,Pending
2064,4276,2025-04-12,Pending
2065,4518,2024-05-26,Cancelled
2066,414,2025-02-15,Shipped
2067,4994,2024-02-17,Shipped
2068,1253,2025-06-16,Pending
2069,4594,2023-10-30,Pending
2070,3100,2025-06-23,Delivered
2071,4736,2024-08-15,Cancelled
2072,2248,2023-12-11,Cancelled
2073,2032,2025-08-06,Cancelled
2074,4132,2025-07-03,Delivered
2075,646,2025-08-22,Cancelled
2076,4760,2023-10-09,Pending
2077,3792,2024-10-31,Delivered
2078,3870,2023-10-22,Cancelled
2079,1482,2024-05-31,Pending
2080,758,2024-12-09,Pending
2081,63,2023-12-27,Cancelled
2082,3366,2025-05-26,Delivered
2083,249,2024-09-04,Shipped
2084,2031,2024-03-23,Shipped
2085,1461,2024-07-03,Pending
2086,3265,2024-03-30,Cancelled
2087,847,2024-05-07,Shipped
2088,1919,2023-09-23,Delivered
2089,2615,2025-08-08,Cancelled
2090,97,2023-11-25,Pending
2091,1389,2024-04-13,Pending
2092,601,2025-04-16,Shipped
2093,3316,2024-01-24,Shipped
2094,4847,2024-03-04,Cancelled
2095,4402,2025-01-20,Cancelled
2096,4751,2023-12-24,Delivered
2097,3261,2025-02-19,Pending
2098,1767,2025-03-17,Shipped
2099,3929,2024-01-17,Shipped
2100,1899,2024-11-17,Delivered
2101,4271,2023-11-04,Pending
2102,847,2023-10-21,Shipped
2103,2599,2025-06-19,Delivered
2104,116,2024-10-30,Cancelled
2105,1255,2025-06-05,Pending
2106,4745,2024-10-24,Pending
2107,1750,2025-06-20,Shipped
2108,1842,2024-03-18,Delivered
2109,54,2025-01-13,Cancelled
2110,4722,2024-02-01,Shipped
2111,903,2023-10-19,Pending
2112,4421,2024-07-28,Pending
2113,4474,2024-01-28,Cancelled
2114,412,2025-08-10,Shipped
2115,4541,2023-09-21,Cancelled
2116,4976,2025-04-07,Delivered
2117,2577,2024-01-12,Cancelled
2118,4500,2024-04-19,Pending
2119,1152,2025-07-02,Delivered
2120,596,2024-04-07,Delivered
2121,3061,2025-06-05,Shipped
2122,4318,2024-02-27,Delivered
2123,2592,2025-06-18,Shipped
2124,2798,2023-10-16,Delivered
2125,185,2024-11-25,Pending
2126,3081,2025-07-13,Cancelled
2127,2587,2025-03-01,Delivered
2128,3217,2025-08-15,Delivered
2129,3074,2025-08-01,Cancelled
2130,3989,2023-11-27,Pending
2131,1889,2023-09-24,Delivered
2132,2358,2025-03-16,Shipped
2133,3538,2024-04-17,Pending
2134,4961,2024-09-11,Cancelled
2135,3555,2024-07-06,Delivered
2136,4039,2024-09-26,Cancelled
2137,346,2024-12-20,Shipped
2138,636,2025-02-09,Shipped
2139,3194,2024-08-31,Delivered
2140,3011,2024-02-20,Pending
2141,2833,2025-09-12,Shipped
2142,3987,2023-09-27,Pending
2143,11,2025-03-01,Pending
2144,1147,2025-05-10,Pending
2145,3184,2024-02-11,Shipped
2146,1750,2023-11-15,Delivered
2147,1929,2025-06-07,Shipped
2148,3823,2024-02-13,Cancelled
2149,2131,2025-07-17,Shipped
2150,3020,2024-12-01,Delivered
2151,3808,2025-04-16,Pending
2152,1909,2024-01-07,Pending
2153,3442,2024-06-23,Cancelled
2154,1328,2025-08-01,Pending
2155,1386,2025-04-07,Shipped
2156,1032,2025-06-17,Delivered
2157,3041,2024-04-26,Pending
2158,3594,2024-07-11,Cancelled
2159,4743,2024-08-17,Delivered
2160,63,2025-05-23,Pending
2161,1716,2023-12-29,Cancelled
2162,4116,2025-03-26,Cancelled
2163,4233,2024-12-31,Cancelled
2164,1390,2024-05-25,Cancelled
2165,3641,2025-05-22,Cancelled
2166,3642,2023-10-18,Delivered
2167,1815,2025-04-30,Pending
2168,1949,2024-03-08,Cancelled
2169,735,2024-02-10,Shipped
2170,3267,2025-03-13,Cancelled
2171,2004,2025-04-30,Shipped
2172,2045,2024-11-02,Pending
2173,2329,2024-03-25,Pending
2174,3671,2024-03-21,Cancelled
2175,983,2025-02-06,Pending
2176,3666,2025-06-08,Delivered
2177,1248,2024-04-08,Shipped
2178,1016,2025-05-02,Shipped
2179,118,2024-08-24,Cancelled
2180,3079,2025-07-29,Delivered
2181,36,2025-08-29,Delivered
2182,4352,2025-06-28,Cancelled
2183,757,2024-08-03,Delivered
2184,4025,2025-05-01,Cancelled
2185,2668,2024-04-10,Shipped
2186,3030,2024-05-01,Shipped
2187,988,2024-01-30,Shipped
2188,2943,2024-11-23,Pending
2189,497,2025-01-12,Pending
2190,2259,2025-04-11,Shipped
2191,2517,2025-05-21,Shipped
2192,2485,2025-04-25,Delivered
2193,4144,2024-07-06,Shipped
2194,4534,2025-03-13,Cancelled
2195,845,2025-07-12,Pending
2196,4039,2025-02-16,Shipped
2197,1295,2024-11-22,Shipped
2198,4031,2024-10-18,Shipped
2199,3830,2024-03-24,Delivered
2200,1884,2024-08-08,Pending
2201,196,2025-07-23,Pending
2202,3321,2024-12-16,Delivered
2203,2863,2025-03-21,Pending
2204,4177,2025-02-19,Delivered
2205,4494,2025-05-12,Delivered
2206,420,2025-01-18,Shipped
2207,212,2023-11-12,Delivered
2208,4834,2023-09-13,Cancelled
2209,4159,2025-02-05,Pending
2210,3163,2023-11-01,Shipped
2211,1387,2025-05-21,Pending
2212,487,2023-10-21,Delivered
2213,3274,2024-03-23,Cancelled
2214,3111,2024-05-06,Delivered
2215,3971,2024-09-07,Pending
2216,155,2024-12-08,Shipped
2217,1000,2024-03-14,Shipped
2218,1070,2025-02-12,Cancelled
2219,2675,2025-03-03,Delivered
2220,2515,2024-12-20,Delivered
2221,3813,2024-06-27,Shipped
2222,4320,2024-05-05,Pending
2223,1914,2025-06-11,Cancelled
2224,4986,2024-03-07,Delivered
2225,4157,2024-05-12,Shipped
2226,2030,2024-01-14,Pending
2227,4744,2023-12-02,Delivered
2228,170,2025-03-12,Shipped
2229,1579,2025-03-25,Shipped
2230,1366,2025-08-18,Pending
2231,282,2023-12-02,Shipped
2232,1240,2025-05-19,Shipped
2233,4023,2025-08-07,Pending
2234,2256,2024-03-08,Cancelled
2235,2689,2024-02-15,Shipped
2236,462,2024-08-01,Pending
2237,4350,2024-02-24,Pending
2238,510,2024-03-12,Shipped
2239,3166,2024-01-29,Pending
2240,2318,2023-10-20,Cancelled
2241,1188,2025-09-04,Delivered
2242,2346,2024-11-29,Cancelled
2243,775,2024-07-10,Cancelled
2244,1746,2024-09-18,Delivered
2245,4037,2025-09-02,Pending
2246,1186,2025-07-29,Cancelled
2247,4519,2024-10-30,Cancelled
2248,3932,2025-06-22,Shipped
2249,3048,2025-02-14,Pending
2250,611,2024-06-18,Delivered
2251,1657,2024-02-15,Shipped
2252,4465,2024-07-30,Shipped
2253,2519,2025-07-10,Shipped
2254,4058,2024-04-24,Cancelled
2255,4917,2025-06-13,Shipped
2256,998,2023-10-30,Shipped
2257,1674,2024-10-20,Delivered
2258,2999,2025-08-26,Cancelled
2259,3186,2024-09-28,Delivered
2260,3400,2025-05-18,Shipped
2261,200,2024-07-11,Cancelled
2262,1753,2024-05-26,Shipped
2263,4464,2025-07-21,Pending
2264,2484,2025-03-30,Pending
2265,4922,2024-11-29,Cancelled
2266,3892,2025-08-10,Delivered
2267,2240,2025-02-06,Delivered
2268,331,2024-12-23,Pending
2269,3508,2024-05-02,Delivered
2270,3197,2025-05-10,Cancelled
2271,4601,2025-07-28,Pending
2272,2267,2024-08-07,Shipped
2273,684,2025-02-23,Cancelled
2274,4483,2024-01-18,Shipped
2275,4811,2025-05-18,Pending
2276,4269,2024-06-20,Pending
2277,2069,2023-09-17,Cancelled
2278,2557,2025-02-15,Cancelled
2279,571,2025-04-02,Shipped
2280,2784,2025-02-06,Cancelled
2281,508,2024-10-26,Shipped
2282,4142,2024-04-27,Delivered
2283,4474,2024-10-17,Delivered
2284,1785,2024-11-29,Delivered
2285,4300,2023-12-06,Pending
2286,4788,2025-08-05,Shipped
2287,3114,2024-11-16,Pending
2288,4617,2024-04-24,Delivered
2289,4676,2025-03-06,Delivered
2290,1737,2024-04-10,Pending
2291,696,2024-05-05,Cancelled
2292,2004,2025-06-12,Pending
2293,909,2024-04-25,Cancelled
2294,704,2025-06-08,Cancelled
2295,2741,2023-12-29,Cancelled
2296,1148,2024-06-26,Shipped
2297,4675,2025-08-12,Cancelled
2298,2317,2025-08-02,Pending
2299,2156,2025-06-04,Cancelled
2300,4737,2024-08-27,Pending
2301,3588,2025-03-10,Cancelled
2302,2944,2024-04-06,Shipped
2303,2106,2025-07-26,Shipped
2304,650,2024-07-28,Delivered
2305,187,2024-02-23,Shipped
2306,1829,2025-03-28,Shipped
2307,335,2025-06-29,Pending
2308,3293,2024-01-19,Pending
2309,1064,2024-09-23,Delivered
2310,956,2024-08-15,Pending
2311,3809,2025-08-19,Cancelled
2312,3771,2025-06-16,Shipped
2313,4655,2023-10-21,Delivered
2314,4029,2025-05-19,Shipped
2315,1681,2025-04-02,Cancelled
2316,2146,2024-12-20,Pending
2317,1192,2024-08-24,Delivered
2318,2609,2025-02-08,Cancelled
2319,1742,2024-11-16,Shipped
2320,5,2023-09-18,Delivered
2321,869,2025-04-09,Pending
2322,807,2023-11-05,Shipped
2323,522,2025-08-20,Delivered
2324,2854,2024-03-17,Pending
2325,903,2024-01-13,Pending
2326,4275,2025-03-06,Delivered
2327,1443,2025-07-17,Delivered
2328,4019,2024-07-26,Pending
2329,2640,2024-02-08,Cancelled
2330,4419,2025-06-06,Cancelled
2331,2914,2025-02-24,Pending
2332,266,2023-12-11,Cancelled
2333,4745,2023-12-18,Cancelled
2334,3180,2025-02-23,Delivered
2335,3305,2025-07-30,Shipped
2336,3089,2025-08-25,Delivered
2337,3106,2025-08-31,Pending
2338,2756,2024-09-17,Cancelled
2339,2365,2023-12-28,Pending
2340,4815,2025-02-07,Shipped
2341,3481,2025-06-14,Delivered
2342,834,2024-08-18,Cancelled
2343,1381,2025-05-25,Pending
2344,1215,2024-04-12,Pending
2345,1911,2024-11-29,Cancelled
2346,4083,2024-10-09,Pending
2347,4061,2024-02-29,Pending
2348,2871,2025-02-07,Delivered
2349,1786,2024-02-07,Pending
2350,4240,2024-09-22,Pending
2351,573,2024-05-16,Pending
2352,4272,2024-07-24,Cancelled
2353,4794,2023-10-06,Cancelled
2354,2856,2024-09-01,Pending
2355,1183,2025-01-03,Delivered
2356,1585,2025-08-24,Cancelled
2357,1742,2025-01-08,Pending
2358,313,2023-12-29,Pending
2359,4087,2023-11-23,Pending
2360,298,2024-03-12,Delivered
2361,2764,2024-01-04,Shipped
2362,2188,2025-03-04,Delivered
2363,823,2024-03-09,Delivered
2364,4784,2025-01-02,Cancelled
2365,4305,2024-12-06,Delivered
2366,1057,2023-09-26,Cancelled
2367,508,2024-08-12,Delivered
2368,1221,2025-06-17,Shipped
2369,4565,2024-12-11,Delivered
2370,2898,2025-06-21,Shipped
2371,298,2024-07-15,Delivered
2372,1505,2024-07-20,Delivered
2373,3847,2024-09-17,Delivered
2374,1068,2024-04-23,Pending
2375,2980,2024-12-19,Delivered
2376,3854,2025-02-17,Pending
2377,3899,2025-03-04,Pending
2378,1777,2024-06-18,Shipped
2379,4317,2024-09-11,Pending
2380,2730,2024-12-02,Pending
2381,4535,2025-06-03,Pending
2382,4226,2023-12-30,Pending
2383,2375,2025-04-10,Delivered
2384,3753,2025-06-09,Cancelled
2385,4826,2024-04-15,Delivered
2386,3564,2025-06-08,Pending
2387,3768,2024-04-18,Pending
2388,1747,2023-12-18,Cancelled
2389,933,2025-04-14,Delivered
2390,3536,2023-09-16,Cancelled
2391,2682,2024-01-01,Shipped
2392,3410,2023-12-02,Shipped
2393,585,2024-01-20,Cancelled
2394,3201,2024-07-14,Shipped
2395,2279,2025-05-24,Cancelled
2396,3984,2024-01-01,Shipped
2397,1865,2025-03-21,Shipped
2398,930,2024-02-26,Pending
2399,1143,2023-10-28,Delivered
2400,555,2024-01-14,Shipped
2401,3160,2023-10-17,Pending
2402,2469,2024-01-31,Shipped
2403,126,2023-09-21,Cancelled
2404,3755,2024-01-16,Delivered
2405,966,2025-08-02,Delivered
2406,4164,2024-06-24,Shipped
2407,159,2025-01-25,Shipped
2408,3973,2024-10-07,Shipped
2409,2778,2025-06-05,Cancelled
2410,2414,2023-09-22,Pending
2411,1442,2024-06-05,Delivered
2412,742,2024-01-10,Delivered
2413,1165,2024-04-29,Shipped
2414,1906,2024-04-27,Pending
2415,4814,2025-03-16,Delivered
2416,1137,2025-01-06,Pending
2417,1550,2024-02-21,Cancelled
2418,1805,2024-07-26,Cancelled
2419,3305,2025-05-12,Shipped
2420,494,2025-07-21,Cancelled
2421,3109,2025-07-26,Shipped
2422,3923,2024-07-13,Cancelled
2423,3015,2025-02-23,Delivered
2424,4915,2024-12-15,Pending
2425,524,2025-06-08,Delivered
2426,2922,2025-08-14,Pending
2427,1693,2024-06-18,Pending
2428,388,2024-07-27,Pending
2429,2554,2023-11-16,Cancelled
2430,3187,2025-04-20,Delivered
2431,2406,2025-08-06,Pending
2432,294,2025-06-13,Delivered
2433,1897,2025-05-23,Delivered
2434,3606,2023-09-16,Cancelled
2435,4027,2024-07-14,Delivered
2436,2669,2024-08-23,Pending
2437,1630,2023-11-12,Delivered
2438,759,2024-08-09,Pending
2439,1387,2025-03-01,Shipped
2440,2487,2025-08-11,Pending
2441,3956,2024-07-18,Pending
2442,3682,2025-06-16,Shipped
2443,1553,2024-10-31,Delivered
2444,614,2024-11-10,Shipped
2445,4815,2024-07-04,Delivered
2446,29,2023-09-13,Shipped
2447,417,2023-12-19,Shipped
2448,759,2024-05-02,Delivered
2449,3747,2024-10-24,Pending
2450,1075,2023-11-05,Cancelled
2451,1008,2024-09-07,Cancelled
2452,4545,2024-02-11,Cancelled
2453,2442,2024-02-07,Delivered
2454,1502,2025-08-02,Pending
2455,4330,2024-11-15,Pending
2456,3568,2024-09-28,Cancelled
2457,150,2024-02-21,Shipped
2458,3093,2024-08-29,Delivered
2459,2059,2024-12-24,Shipped
2460,3464,2024-01-24,Pending
2461,698,2025-08-07,Cancelled
2462,2246,2025-04-20,Delivered
2463,4972,2024-03-08,Cancelled
2464,4441,2024-03-01,Pending
2465,2358,2024-11-08,Shipped
2466,3605,2025-06-23,Pending
2467,269,2025-02-01,Shipped
2468,288,2024-03-26,Delivered
2469,3869,2025-05-23,Shipped
2470,3152,2025-01-20,Pending
2471,2323,2023-11-28,Delivered
2472,144,2024-03-12,Cancelled
2473,542,2025-07-21,Cancelled
2474,4683,2025-02-08,Cancelled
2475,3726,2023-11-14,Pending
2476,2214,2025-06-06,Cancelled
2477,716,2024-09-17,Cancelled
2478,4130,2025-09-10,Shipped
2479,2783,2024-03-14,Delivered
2480,3761,2024-05-03,Shipped
2481,2393,2023-12-16,Delivered
2482,2838,2024-04-08,Shipped
2483,1795,2025-01-21,Shipped
2484,1834,2024-07-02,Cancelled
2485,3377,2025-06-30,Cancelled
2486,4879,2023-12-23,Delivered
2487,830,2024-11-09,Cancelled
2488,961,2024-10-29,Shipped
2489,1978,2024-03-31,Cancelled
2490,1671,2025-08-06,Pending
2491,525,2024-03-14,Delivered
2492,802,2023-10-27,Cancelled
2493,775,2024-05-06,Pending
2494,2177,2025-04-30,Shipped
2495,3880,2024-08-11,Delivered
2496,4917,2025-04-18,Cancelled
2497,1311,2024-09-05,Cancelled
2498,271,2024-04-15,Delivered
2499,205,2024-06-10,Cancelled
2500,2137,2024-12-22,Shipped
2501,1228,2024-01-02,Shipped
2502,437,2024-12-08,Delivered
2503,2738,2023-09-23,Shipped
2504,3112,2025-07-19,Delivered
2505,1795,2024-07-26,Delivered
2506,4983,2025-05-19,Shipped
2507,2444,2023-09-14,Cancelled
2508,4360,2024-10-23,Cancelled
2509,622,2025-05-25,Shipped
2510,796,2024-09-04,Delivered
2511,842,2023-09-22,Delivered
2512,4705,2025-09-12,Cancelled
2513,2492,2025-07-08,Pending
2514,1773,2024-11-01,Pending
2515,4657,2024-06-11,Pending
2516,449,2025-08-21,Shipped
2517,589,2024-08-08,Shipped
2518,889,2024-01-25,Delivered
2519,3097,2023-09-15,Delivered
2520,671,2025-06-06,Delivered
2521,1448,2024-07-13,Cancelled
2522,4953,2024-09-15,Cancelled
2523,2669,2025-07-01,Shipped
2524,3423,2025-04-25,Delivered
2525,3594,2023-12-16,Cancelled
2526,2131,2024-09-25,Delivered
2527,3046,2024-09-22,Delivered
2528,756,2025-01-15,Delivered
2529,1713,2023-11-04,Cancelled
2530,3095,2024-01-17,Shipped
2531,2614,2025-06-15,Shipped
2532,946,2025-04-12,Pending
2533,4051,2023-10-17,Delivered
2534,2279,2024-08-05,Delivered
2535,112,2025-07-19,Delivered
2536,59,2024-05-31,Shipped
2537,4858,2025-02-06,Cancelled
2538,3361,2024-07-20,Cancelled
2539,3513,2024-09-26,Pending
2540,4513,2024-02-02,Shipped
2541,799,2025-08-20,Pending
2542,1791,2025-01-13,Pending
2543,3767,2025-05-13,Shipped
2544,2883,2025-08-24,Pending
2545,3845,2024-11-28,Delivered
2546,384,2025-08-22,Shipped
2547,1306,2025-07-01,Pending
2548,370,2024-01-22,Pending
2549,1337,2023-10-20,Shipped
2550,3145,2024-09-16,Delivered
2551,298,2025-02-10,Delivered
2552,214,2023-09-23,Cancelled
2553,671,2025-03-07,Shipped
2554,329,2024-02-18,Cancelled
2555,2117,2024-06-03,Cancelled
2556,4640,2024-03-10,Cancelled
2557,1183,2024-03-13,Pending
2558,643,2025-08-31,Pending
2559,2604,2024-12-01,Pending
2560,77,2025-09-03,Pending
2561,1565,2024-08-07,Cancelled
2562,4695,2024-08-24,Cancelled
2563,3740,2024-07-01,Cancelled
2564,3065,2025-01-25,Delivered
2565,1536,2024-05-10,Shipped
2566,2532,2024-08-16,Shipped
2567,865,2025-02-01,Pending
2568,2527,2024-10-02,Pending
2569,3748,2025-08-19,Cancelled
2570,3191,2024-05-02,Cancelled
2571,3149,2025-03-13,Delivered
2572,3403,2024-09-15,Cancelled
2573,3014,2025-07-21,Delivered
2574,2693,2024-09-30,Shipped
2575,3045,2023-11-28,Shipped
2576,3676,2023-11-08,Pending
2577,211,2024-05-03,Shipped
